cluster_id,region,centroid_lat,centroid_lon,multi_source,has_breeding,habitat_tier,total_abundance,n_points,n_species,n_years,extent_km,urban_fraction_pct,n_sources,sources,predicted_suitability,suitability_tier
174,Northern Basin,-30.486175402933068,150.4665307365819,False,False,Candidate,54.0,12,2,1,13.03,0.1316266760075631,1,S4,0.18820059081263993,Moderate
248,Northern Basin,-28.423426392383984,146.98332211066105,False,False,Candidate,38.0,3,2,1,6.69,0.0,1,S4,0.16250354023050395,Low
15,Wimmera Disconnected,-36.50691865110461,143.5037033410514,False,False,Candidate,36.0,5,5,3,9.09,0.2369919800657965,1,S4,0.16496657158587824,Low
162,Northern Basin,-30.62389535002289,147.10653832012588,False,False,Candidate,31.0,5,2,1,11.27,0.0,1,S4,0.16464112210038623,Low
265,Northern Basin,-26.491825160226817,148.9234931442528,False,False,Candidate,29.0,4,4,4,5.65,0.0329690362568896,1,S4,0.2011014946660958,Moderate
267,Northern Basin,-26.49125804104311,144.99525430652986,False,False,Candidate,27.0,3,2,12,5.37,0.0,1,S4,0.12294215726973233,Low
255,Northern Basin,-26.570200864131834,145.84976791615148,False,False,Candidate,25.0,6,3,1,5.7,0.0195681083999878,1,S4,0.11461752651480478,Low
239,Northern Basin,-28.451562643177837,148.59583480811537,False,False,Candidate,25.0,10,3,2,15.94,0.0109223889622273,1,S4,0.19440426482372725,Moderate
14,Southern Basin,-36.51944682566375,146.93333415569066,False,False,Candidate,23.0,3,5,1,5.04,0.0,1,S4,0.17148525136936776,Moderate
149,Lachlan Disconnected,-32.38699959684822,146.23728081499522,False,False,Candidate,23.0,5,1,3,10.11,0.0,1,S4,0.1298124636441156,Low
75,Lachlan Disconnected,-34.387499821758894,149.72732292153563,False,False,Candidate,22.0,3,2,1,3.2,0.0,1,S4,0.1736828862174508,Moderate
16,Southern Basin,-36.50622526824205,143.70167127763273,False,False,Candidate,21.0,4,3,2,9.09,0.177311849758764,1,S4,0.17028600109305778,Moderate
261,Northern Basin,-26.53822485515291,145.42911227992815,False,False,Candidate,20.0,3,2,1,6.46,0.0,1,S4,0.09080762277238932,Low
138,Lachlan Disconnected,-32.544448278363674,146.6888918882428,False,False,Candidate,19.0,3,3,1,6.37,0.0,1,S4,0.11035979678475473,Low
266,Northern Basin,-26.49148580170649,145.3355336697181,False,False,Candidate,19.0,6,1,2,8.86,0.0,1,S4,0.11421772512452778,Low
237,Northern Basin,-28.48907193585345,144.60862184229092,False,False,Candidate,18.0,4,2,7,2.51,0.0,1,S4,0.08890324826948967,Low
136,Lachlan Disconnected,-32.54074073414157,146.75740691903286,False,False,Candidate,16.0,4,2,3,7.56,0.0,1,S4,0.11367999597231405,Low
220,Northern Basin,-28.53722235867652,147.76195481179684,False,False,Candidate,16.0,15,3,7,30.21,0.0030139990112854,1,S4,0.15932994143314966,Low
8,Southern Basin,-36.58990741530415,146.17667627128952,False,False,Candidate,16.0,3,3,1,4.2,0.0204599394385792,1,S4,0.18668285295465858,Moderate
228,Northern Basin,-28.494712037563684,144.72364874269624,False,False,Candidate,14.0,6,2,9,10.7,0.0,1,S4,0.042675772687524476,Low
20,Wimmera Disconnected,-36.48666918312899,142.61212388414046,False,False,Candidate,12.0,6,4,2,10.85,0.6055875052064208,1,S4,0.19205630736175192,Moderate
142,Southern Basin,-32.47629871995172,142.82426305290198,False,False,Candidate,12.0,3,2,8,5.83,0.0,1,S4,0.14273056586372687,Low
240,Northern Basin,-28.46899868133785,147.1921116032438,False,False,Candidate,11.0,3,3,1,4.09,0.0,1,S4,0.10184453979923529,Low
106,Lachlan Disconnected,-33.59067592074627,147.15421201195582,False,False,Candidate,11.0,4,1,1,6.91,0.0251839744523538,1,S4,0.1686260774003328,Low
268,Northern Basin,-26.44865078916653,146.97951311196493,False,False,Candidate,10.0,6,3,5,9.39,0.0,1,S4,0.14229050373352925,Low
73,Wimmera Disconnected,-34.462960823358806,141.492044698323,False,False,Candidate,9.0,3,3,1,1.23,0.0,1,S4,0.051614412494748185,Low
22,Southern Basin,-36.45481433328731,143.91333270827604,False,False,Candidate,7.0,4,3,1,3.78,0.032687199735312,1,S4,0.17838614666037222,Moderate
181,Northern Basin,-30.49991983179012,149.0329680581784,False,False,Candidate,5.0,4,2,2,9.98,0.0,1,S4,0.17751162901289014,Moderate
256,Northern Basin,-26.56079736323859,145.16204138385993,False,False,Candidate,4.0,3,1,6,4.89,0.0,1,S4,0.07934135981342094,Low
253,Northern Basin,-26.61722297696725,147.65333343284834,False,False,Candidate,4.0,3,1,1,2.1,0.0,1,S4,0.1641296015728406,Low
143,Southern Basin,-32.446913294200066,143.07762361013428,False,False,Candidate,4.0,4,1,8,9.06,0.0,1,S4,0.1771399264856256,Moderate
139,Southern Basin,-32.527777925298,144.55554841022817,False,False,Candidate,4.0,3,1,1,7.85,0.0,1,S4,0.08044893887243015,Low
187,Northern Basin,-30.419610292037373,146.28740184421903,False,False,Candidate,3.0,4,1,4,5.58,0.0,1,S4,0.09218267381913384,Low
264,Northern Basin,-26.499613646866116,145.57084318048712,False,False,Candidate,2.0,3,1,1,4.96,0.0,1,S4,0.12167192974923643,Low
225,Northern Basin,-28.564944945611845,148.30627797773198,False,False,Candidate,2.0,3,1,1,1.09,0.0,1,S4,0.16747165874955267,Low
232,Northern Basin,-28.499555827291697,144.10088918265822,False,False,Candidate,2.0,4,1,1,4.55,0.0,1,S4,0.035421970283438894,Low
101,Lachlan Disconnected,-33.79203704832239,147.036668305599,False,False,Candidate,1.0,3,1,1,3.09,0.0,1,S4,0.1721533781982356,Moderate
270,Northern Basin,-26.48648227755973,146.168999777574,False,False,Candidate,0.0,3,0,1,5.85,0.0,1,S4,0.13490011127070164,Low
224,Northern Basin,-28.558335070584043,148.43888904501134,False,False,Candidate,0.0,3,0,1,5.61,0.0,1,S4,0.15837596143637186,Low
59,Lachlan Disconnected,-34.47670435165766,143.8484720211485,True,True,Priority,2933264.0,515,57,35,97.73,0.0711777555473092,2,"S1,S2,S3,S4",0.19219086860582574,Moderate
61,Lachlan Disconnected,-34.486044010750184,147.20588876793917,True,True,Priority,301377.0,1197,43,38,309.83,0.4304583613291874,2,"S1,S3,S4",0.17446675307615112,Moderate
204,Northern Basin,-29.32042126334943,149.31487788855142,True,True,Priority,180029.0,90,70,11,39.4,0.0310284548516852,2,"S1,S3,S4",0.20928805260778338,High
206,Northern Basin,-29.323399031049497,149.53442637186225,True,True,Priority,18637.0,9,54,11,6.33,0.0,2,"S1,S3,S4",0.20003340917776202,Moderate
209,Northern Basin,-29.235615550597743,149.49812048741865,True,True,Priority,13611.0,14,38,10,9.79,0.0349740153842004,2,"S1,S3,S4",0.20873021876880518,High
196,Northern Basin,-29.569205138333523,149.2713657507307,True,True,Priority,4474.0,19,43,10,13.1,0.0414601911279095,2,"S1,S3,S4",0.21036434627680003,High
203,Northern Basin,-29.41618333374633,149.55488375978487,True,False,Priority,3560.0,11,24,11,8.68,0.0719491677346471,2,"S1,S3,S4",0.20368930994700676,High
199,Northern Basin,-29.55693449632413,149.6423110422227,True,True,Priority,1323.0,10,38,11,11.89,0.3145920962058247,2,"S1,S3,S4",0.19555238610705014,Moderate
200,Northern Basin,-29.567642880871336,149.40833253394237,True,True,Priority,174.0,4,14,10,0.47,0.0,2,"S1,S3,S4",0.2105211923828057,High
103,Lachlan Disconnected,-33.76923924153148,144.88389374390823,True,True,Priority,350815.0,5,28,7,5.11,0.0,2,"S2,S3,S4",0.20490825621497236,High
50,Southern Basin,-35.57954737151655,138.98244430500864,True,True,Priority,1357532.0,19,54,12,18.11,0.0744101323660619,2,"S3,S4",0.481497023358257,High
212,Northern Basin,-28.706068976707236,144.29122911360335,True,True,Priority,764646.0,22,58,10,13.35,0.0,2,"S3,S4",0.2813794644824159,High
121,Southern Basin,-32.415219715834375,142.33209584904355,True,True,Priority,683449.0,142,50,31,59.37,0.1236158362008643,2,"S3,S4",0.29241829429605476,High
161,Northern Basin,-30.524839013256408,147.20181387588815,True,True,Priority,565448.0,196,44,36,79.96,0.0109623732061493,2,"S3,S4",0.18069074866274212,Moderate
159,Northern Basin,-30.560263843023613,143.72094818115335,True,True,Priority,525002.0,68,59,38,39.62,0.0015677780567571,2,"S3,S4",0.11035387324656128,Low
48,Wimmera Disconnected,-35.637507882458365,143.80109836954634,True,True,Priority,504154.0,93,41,11,27.38,0.4418260144813036,2,"S3,S4",0.26260931267275894,High
51,"Coorong, Lower Lakes and Murray Mouth Ramsar site",-35.611142633677176,139.2815726843277,True,True,Priority,476710.0,8,57,15,6.4,0.0,2,"S3,S4",0.6633625871675258,High
33,Southern Basin,-36.20033684881396,139.67825308528748,True,True,Priority,476058.0,5,54,14,6.0,0.2364660388756312,2,"S3,S4",0.19624520649832658,Moderate
7,Southern Basin,-36.50224246871706,144.94189056516882,True,True,Priority,427266.0,164,50,39,33.12,0.626120701961066,2,"S3,S4",0.21269754625518777,High
105,Lachlan Disconnected,-33.6208471912182,147.4705607531148,True,True,Priority,353449.0,8,61,14,5.28,0.0,2,"S3,S4",0.502981617273679,High
96,Lachlan Disconnected,-33.888764217717146,144.63475925837625,True,True,Priority,339391.0,39,35,6,20.69,0.0042683192195838,2,"S3,S4",0.20930911002542993,High
167,Northern Basin,-30.517715805329825,144.27799574442355,True,True,Priority,315497.0,70,38,21,38.21,0.00046045949957694977,2,"S3,S4",0.06677180834108738,Low
192,Northern Basin,-29.831323733800705,147.3621809639695,True,True,Priority,290087.0,14,55,9,9.41,0.0,2,"S3,S4",0.29149581443466405,High
129,Southern Basin,-32.49679190631206,143.31825551460284,True,True,Priority,278610.0,59,43,21,33.61,0.0016419500267021,2,"S3,S4",0.1827953085281439,Moderate
214,Northern Basin,-28.52114912671,150.1910420092735,True,True,Priority,274949.0,808,55,41,219.48,0.2602709340965451,2,"S3,S4",0.20441001525459154,High
34,"Coorong, Lower Lakes and Murray Mouth Ramsar site",-36.09834191545781,139.58589351201206,True,True,Priority,253011.0,4,32,3,1.39,0.0,2,"S3,S4",0.7622899421123346,High
108,Lachlan Disconnected,-33.484177526413944,145.99076454602104,True,True,Priority,235144.0,10,47,8,9.97,0.0844652641686869,2,"S3,S4",0.49201075181270243,High
46,"Coorong, Lower Lakes and Murray Mouth Ramsar site",-35.75222063253914,139.22493370015562,True,True,Priority,211055.0,4,39,3,1.44,0.0,2,"S3,S4",0.6312568563537667,High
172,Northern Basin,-30.55424463206129,144.99071719136592,True,True,Priority,190684.0,5,40,41,12.84,0.0,2,"S3,S4",0.22873289405268118,High
128,Southern Basin,-32.593023052984826,142.08508659847308,True,True,Priority,184292.0,4,34,28,5.98,0.0010190836564129,2,"S3,S4",0.28170869409204224,High
1,Southern Basin,-36.52699679418343,145.61297828487426,True,True,Priority,171666.0,229,48,42,87.26,0.778595093534488,2,"S3,S4",0.18425668258352929,Moderate
178,Northern Basin,-30.454521055058947,144.53795803246143,True,True,Priority,151701.0,23,40,19,24.63,0.0,2,"S3,S4",0.06395171480314076,Low
78,Southern Basin,-34.312094509849366,140.61955356822298,True,True,Priority,139703.0,51,32,8,21.81,1.6836686421167415,2,"S3,S4",0.23541339898811198,High
160,Northern Basin,-30.53806243118257,143.96175180929785,True,True,Priority,138172.0,52,37,24,35.69,0.00023521121225099308,2,"S3,S4",0.10296799587379561,Low
74,Southern Basin,-34.42818334227467,140.8511649249334,True,True,Priority,124945.0,6,35,37,7.12,0.0,2,"S3,S4",0.14360868680658367,Low
158,Northern Basin,-30.74123910638801,143.5764646449102,True,True,Priority,99711.0,9,41,7,7.12,0.0,2,"S3,S4",0.26381171612677873,High
62,Wimmera Disconnected,-34.5087766549619,142.223611597681,True,True,Priority,98786.0,122,31,35,59.47,0.2146542251600683,2,"S3,S4",0.16005955466800312,Low
208,Northern Basin,-29.263310150326955,144.91096835917634,True,False,Priority,97160.0,5,35,4,4.73,0.0,2,"S3,S4",0.21491917122450574,High
193,Northern Basin,-29.740882272033065,147.46054464542684,True,True,Priority,95100.0,25,37,8,10.3,0.0,2,"S3,S4",0.22872404810211147,High
85,Southern Basin,-34.09843776072328,140.76775052646093,True,True,Priority,92011.0,52,30,10,26.96,1.8099833850284792,2,"S3,S4",0.252155387722756,High
63,Southern Basin,-34.56133009760159,142.79523496008218,True,True,Priority,73959.0,45,35,39,30.52,1.1231567503368636,2,"S3,S4",0.20519730170040995,High
57,Wimmera Disconnected,-34.72601160143184,142.40899990477752,True,True,Priority,73877.0,133,29,11,18.83,0.0610877392498647,2,"S3,S4",0.1852689373063406,Moderate
52,Southern Basin,-35.51318573926577,138.81393799455475,True,True,Priority,73038.0,5,35,3,6.59,7.926458860943263,2,"S3,S4",0.4007136292209136,High
32,Wimmera Disconnected,-36.25768928453096,142.96309919891235,True,True,Priority,70066.0,6,34,10,3.73,0.0,2,"S3,S4",0.29062205507489375,High
72,Southern Basin,-34.41971079852517,140.56820506501472,True,True,Priority,54955.0,28,34,31,25.83,2.9213706988206,2,"S3,S4",0.1939064884683256,Moderate
137,Southern Basin,-32.50582807900445,142.00303851286526,True,False,Priority,51560.0,28,35,20,22.53,0.00022457206158911684,2,"S3,S4",0.10503671076934669,Low
154,Southern Basin,-32.1886649886025,142.65684800927096,True,True,Priority,51231.0,26,29,8,19.05,0.0043063583742792,2,"S3,S4",0.2355049128538302,High
39,Southern Basin,-35.86678250771226,144.9981164819936,True,True,Priority,46254.0,88,28,13,27.57,0.0383318555990807,2,"S3,S4",0.18946966669437276,Moderate
80,Southern Basin,-34.26699979379736,140.40010206305595,True,True,Priority,44457.0,26,33,8,21.34,3.1118202799543715,2,"S3,S4",0.26010284770362985,High
170,Northern Basin,-30.561298325547423,150.68025557491208,True,False,Priority,41770.0,6,31,28,3.62,0.0,2,"S3,S4",0.3984458882681697,High
91,Lachlan Disconnected,-34.087427864326365,144.53279191631097,True,True,Priority,40313.0,28,34,7,25.39,0.0005583705370607454,2,"S3,S4",0.21903151161024742,High
107,Lachlan Disconnected,-33.51553308047087,147.393834770132,True,True,Priority,38468.0,4,42,11,6.47,0.0,2,"S3,S4",0.29512786620613,High
116,Southern Basin,-33.16063971645203,141.9357886255454,True,True,Priority,35765.0,6,29,4,4.04,0.0,2,"S3,S4",0.16905652061377285,Low
84,Southern Basin,-34.21918420140352,139.87727060296652,True,False,Priority,35543.0,4,19,6,4.17,0.0,2,"S3,S4",0.14623316617575333,Low
94,Wimmera Disconnected,-33.96788136144898,140.95077045759248,True,True,Priority,34377.0,34,29,10,22.69,0.0138920529980904,2,"S3,S4",0.2333198964792413,High
210,Northern Basin,-29.215208199418655,149.11272275105796,True,True,Priority,28240.0,17,29,5,5.57,0.0,2,"S3,S4",0.22404700760298424,High
37,Southern Basin,-35.93948466947541,144.48171412538778,True,False,Priority,27107.0,17,17,8,13.53,0.0681608280046922,2,"S3,S4",0.19701312246371447,Moderate
86,Lachlan Disconnected,-34.1708203022644,143.9556978509823,True,False,Priority,22502.0,20,24,4,9.52,0.0,2,"S3,S4",0.174744499501202,Moderate
87,Wimmera Disconnected,-34.13993527111621,141.7228150304188,True,True,Priority,22034.0,41,27,9,33.38,0.0284159474761025,2,"S3,S4",0.24377096373912963,High
117,Southern Basin,-33.1369795059951,141.71741704337836,True,False,Priority,19793.0,6,22,5,2.48,0.0,2,"S3,S4",0.4027078673803406,High
111,Southern Basin,-33.35313651658158,141.83373376628498,True,True,Priority,19151.0,5,24,8,0.8,0.0,2,"S3,S4",0.4078048246004161,High
152,Southern Basin,-32.31412293042263,143.37209941404686,True,True,Priority,15995.0,6,33,4,2.5,0.0,2,"S3,S4",0.46785183728714497,High
110,Southern Basin,-33.4199177984374,141.8829894075693,True,False,Priority,12902.0,5,30,6,1.29,0.0,2,"S3,S4",0.4772897545213989,High
115,Lachlan Disconnected,-33.2556327299225,146.44276043292072,True,True,Priority,12756.0,9,35,8,10.14,0.3220457324910369,2,"S3,S4",0.2083541227271323,High
36,Southern Basin,-35.99407707386476,146.05539699630356,True,True,Priority,12654.0,3,28,9,5.47,0.0,2,"S3,S4",0.7653786234973781,High
99,Lachlan Disconnected,-33.91812971613452,144.24731500579946,True,True,Priority,8140.0,7,32,5,5.41,0.0,2,"S3,S4",0.2168594196224969,High
56,Southern Basin,-34.88282951286159,139.49820026933443,True,False,Priority,7934.0,8,31,7,17.6,0.6050838074552807,2,"S3,S4",0.21304852384073775,High
90,Wimmera Disconnected,-34.12056349973364,141.40353441131143,True,False,Priority,7918.0,13,25,10,11.75,0.0243645593971742,2,"S3,S4",0.24058863860943921,High
102,Lachlan Disconnected,-33.75205843000874,144.7463881023616,True,False,Priority,7699.0,11,24,5,12.77,0.0,2,"S3,S4",0.21512207727646682,High
93,Wimmera Disconnected,-34.07879895917334,141.24478900313565,True,False,Priority,7695.0,16,28,11,17.16,0.0192790408810687,2,"S3,S4",0.23714757148442653,High
109,Southern Basin,-33.46946593923181,141.7380138295658,True,True,Priority,6633.0,5,20,8,1.0,0.0,2,"S3,S4",0.407167529082583,High
42,Southern Basin,-35.85689050398341,145.35316138169463,True,True,Priority,6512.0,8,15,3,8.76,0.1677139063681773,2,"S3,S4",0.1995748029258341,Moderate
112,Lachlan Disconnected,-33.32984089166526,147.25372997280132,True,False,Priority,6448.0,5,32,4,9.7,0.0,2,"S3,S4",0.23527829374351403,High
43,Southern Basin,-35.835770463861664,144.37415775210422,True,False,Priority,4118.0,16,11,3,8.39,0.0,2,"S3,S4",0.1968764623419863,Moderate
88,Lachlan Disconnected,-34.185112872146235,144.16363833980066,True,False,Priority,3654.0,8,12,3,10.7,0.0,2,"S3,S4",0.19027118649155278,Moderate
82,Southern Basin,-34.2900634929619,139.6353671978383,True,False,Priority,3607.0,3,25,8,0.42,0.0,2,"S3,S4",0.2092805611620947,High
205,Northern Basin,-29.387333168461748,149.71029875451484,True,False,Priority,2932.0,17,19,5,17.91,0.0239736238529816,2,"S3,S4",0.19358038912290254,Moderate
47,Southern Basin,-35.688134299201764,144.18387637468098,True,False,Priority,2733.0,19,8,4,11.63,0.0413776843747697,2,"S3,S4",0.18704214453793433,Moderate
55,Southern Basin,-35.2239029750702,143.45322531559432,True,False,Priority,1878.0,5,21,7,6.63,0.7862827846773673,2,"S3,S4",0.19522707092774558,Moderate
98,Lachlan Disconnected,-33.924168209699275,144.4085983930247,True,False,Priority,1781.0,4,21,7,4.43,0.0,2,"S3,S4",0.21755674972111716,High
81,Wimmera Disconnected,-34.241705574951666,142.12840783057447,True,True,Priority,1624.0,7,7,1,18.24,19.19660154323171,2,"S3,S4",0.17630566802576722,Moderate
202,Northern Basin,-29.451121219619505,148.71671389122704,True,False,Priority,1595.0,8,15,4,3.89,0.0321611596611493,2,"S3,S4",0.222518009772072,High
194,Northern Basin,-29.674816649979835,149.09333308807246,True,False,Priority,1288.0,3,17,5,2.15,0.0,2,"S3,S4",0.2664329703021911,High
58,Wimmera Disconnected,-34.74101982857419,142.23796750526836,True,False,Priority,983.0,3,20,3,0.87,0.0,2,"S3,S4",0.25993475922410575,High
201,Northern Basin,-29.458981172212525,149.85573316030744,True,False,Priority,973.0,6,24,7,8.54,14.106653160437272,2,"S3,S4",0.21624058467117527,High
249,Northern Basin,-28.177910898340816,148.539005067318,True,False,Priority,748.0,6,12,2,10.37,0.0160863629514029,2,"S3,S4",0.19765590605618177,Moderate
44,Southern Basin,-35.82071298266281,145.47326583282597,True,False,Priority,609.0,6,12,3,3.09,0.0804651707297369,2,"S3,S4",0.20237279677339748,Moderate
54,Southern Basin,-35.39106021864574,143.71583328997113,True,False,Priority,548.0,9,13,3,8.99,0.322342926037925,2,"S3,S4",0.19480111446810622,Moderate
197,Northern Basin,-29.57058319852831,149.4938097764304,True,False,Priority,384.0,5,8,7,4.98,0.3467571345107242,2,"S3,S4",0.2285447889655705,High
97,Lachlan Disconnected,-33.94339963781811,144.33858488848148,True,False,Priority,304.0,4,9,1,3.25,0.0,2,"S3,S4",0.21890964590178683,High
38,Southern Basin,-35.98860048268766,146.50026770470052,True,False,Priority,162.0,4,11,7,1.21,0.0,2,"S3,S4",0.20546983328385135,High
40,Southern Basin,-35.970364271922165,145.7764678659112,True,False,Priority,120.0,3,13,7,0.52,0.0,2,"S3,S4",0.21580058886603642,High
113,Southern Basin,-33.309446429699975,141.71626522181168,True,False,Priority,0.0,5,0,6,6.48,0.0,2,"S3,S4",0.233387793842433,High
95,Lachlan Disconnected,-33.98610208581808,144.22226950002357,True,False,Priority,0.0,4,0,3,3.96,0.0,2,"S3,S4",0.22310487614031388,High
45,Wimmera Disconnected,-35.761113729401366,141.97318584909652,True,False,Priority,0.0,6,0,6,4.81,0.4904958136892209,2,"S3,S4",0.27637979551777075,High
